name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,na_sales_share,eu_sales_share,jp_sales_share,other_sales_share,platform_era,is_top_publisher,publisher_games_count,name_length,decade,genre_Action,genre_Adventure,genre_Fighting,genre_Misc,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,platform_era_6th Gen,platform_era_7th Gen,platform_era_8th Gen,platform_era_Other,platform_era_PC,platform_era_Retro,platform_freq
Pitfall: The Mayan Adventure,GBA,2001,Platform,Interplay,0.2,0.07,0.0,0.01,0.28,0.7142857142857143,0.25,0.0,0.03571428571428571,6th Gen,0,30,28,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,822
Driver: Parallel Lines,PS2,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28,0.4285714285714285,0.35714285714285715,0.10714285714285712,0.10714285714285712,6th Gen,0,363,22,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2161
Sing Party,WiiU,2012,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28,0.46428571428571425,0.4285714285714285,0.0,0.07142857142857142,8th Gen,1,702,10,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143
Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,0.26,0.0,0.0,0.02,0.28,0.9285714285714285,0.0,0.0,0.07142857142857142,Other,1,975,23,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2163
Monopoly,DS,2010,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28,0.5714285714285714,0.35714285714285715,0.0,0.10714285714285712,Other,1,1348,8,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Hot Wheels: Track Attack,DS,2010,Racing,THQ,0.18,0.08,0.0,0.02,0.28,0.6428571428571428,0.2857142857142857,0.0,0.07142857142857142,Other,1,715,24,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2163
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,0,198,49,2000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.03,0.03,0.02,0.28,0.7142857142857143,0.10714285714285712,0.10714285714285712,0.07142857142857142,7th Gen,1,639,23,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Disney's Treasure Planet,GBA,2002,Action,Ubisoft,0.2,0.07,0.0,0.01,0.28,0.7142857142857143,0.25,0.0,0.03571428571428571,6th Gen,1,921,24,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,822
Dead or Alive,PS,1998,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,0.3214285714285714,0.21428571428571425,0.35714285714285715,0.07142857142857142,Retro,1,683,13,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Wild ARMs 5,PS2,2006,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,0,192,11,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2161
Bionic Commando,X360,2009,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,0.4285714285714285,0.4285714285714285,0.03571428571428571,0.10714285714285712,7th Gen,0,381,15,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
NFL Blitz 20-02,PS2,2002,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,0,198,15,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
Mega Man 7,SNES,1995,Platform,Laguna,0.03,0.01,0.1,0.01,0.28,0.10714285714285712,0.03571428571428571,0.8214285714285714,0.03571428571428571,Retro,0,4,10,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,239
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0.0,0.01,0.28,0.7499999999999999,0.21428571428571425,0.0,0.03571428571428571,Other,1,1348,23,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,824
Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28,0.39285714285714285,0.3214285714285714,0.14285714285714285,0.14285714285714285,7th Gen,1,1348,21,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,2007,Action,Disney Interactive Studios,0.22,0.06,0.0,0.01,0.28,0.7857142857142857,0.21428571428571425,0.0,0.03571428571428571,6th Gen,0,218,62,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28,0.5714285714285714,0.39285714285714285,0.0,0.07142857142857142,Retro,1,832,15,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1196
Corvette,GBA,2003,Racing,TDK Mediactive,0.2,0.07,0.0,0.01,0.28,0.7142857142857143,0.25,0.0,0.03571428571428571,6th Gen,0,36,8,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,822
F1 ROC: Race of Champions,SNES,1992,Sports,Ocean,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,Retro,0,14,25,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,239
Just Dance 2015,PS3,2014,Misc,Ubisoft,0.12,0.11,0.0,0.05,0.28,0.4285714285714285,0.39285714285714285,0.0,0.17857142857142858,7th Gen,1,921,15,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0.0,0.01,0.28,0.7857142857142857,0.21428571428571425,0.0,0.03571428571428571,6th Gen,1,715,66,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,0.7499999999999999,0.21428571428571425,0.0,0.03571428571428571,Other,1,832,30,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,824
Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,0.24,0.02,0.0,0.02,0.28,0.857142857142857,0.07142857142857142,0.0,0.07142857142857142,7th Gen,1,975,29,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1264
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,8th Gen,0,233,57,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,336
Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision,0.13,0.13,0.0,0.03,0.28,0.46428571428571425,0.46428571428571425,0.0,0.10714285714285712,8th Gen,1,975,36,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,509
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.28,0.0,0.7499999999999999,0.10714285714285712,0.10714285714285712,8th Gen,1,832,14,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,336
Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,0,338,29,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2161
RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.01,0.22,0.0,0.05,0.28,0.03571428571428571,0.7857142857142857,0.0,0.17857142857142858,PC,0,363,22,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,959
Bass Strike,PS2,2001,Sports,THQ,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,1,715,11,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
NHL Hitz 20-03,PS2,2002,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,0,198,14,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.1,0.03,0.1,0.04,0.28,0.35714285714285715,0.10714285714285712,0.4285714285714285,0.14285714285714285,8th Gen,0,105,48,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,413
Pac-Man Fever,GC,2007,Misc,Unknown,0.21,0.06,0.0,0.01,0.28,0.7499999999999999,0.21428571428571425,0.0,0.03571428571428571,6th Gen,0,260,13,2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
Over the Hedge,DS,2006,Platform,Activision,0.25,0.01,0.0,0.02,0.28,0.8928571428571428,0.03571428571428571,0.0,0.07142857142857142,Other,1,975,14,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Real Pool,PS2,2000,Sports,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,0,24,9,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
iCarly 2: iJoin The Click!,DS,2010,Adventure,Activision,0.26,0.01,0.0,0.02,0.28,0.9285714285714285,0.03571428571428571,0.0,0.07142857142857142,Other,1,975,26,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.02,0.0,0.03,0.28,0.8214285714285714,0.07142857142857142,0.0,0.10714285714285712,7th Gen,1,413,12,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,0.05,0.04,0.1,0.01,0.28,0.17857142857142858,0.14285714285714285,0.6071428571428571,0.03571428571428571,6th Gen,0,198,15,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2161
Kakyuusei,SAT,1997,Strategy,Elf,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,Retro,0,2,9,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,173
Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.05,0.04,0.1,0.02,0.28,0.17857142857142858,0.14285714285714285,0.6071428571428571,0.07142857142857142,7th Gen,1,683,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.26,0.0,0.0,0.02,0.28,0.9285714285714285,0.0,0.0,0.07142857142857142,Other,0,232,41,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Civilization II,PS,1998,Strategy,Activision,0.15,0.11,0.0,0.02,0.28,0.5357142857142857,0.39285714285714285,0.0,0.07142857142857142,Retro,1,975,15,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1196
Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0.09,0.0,0.04,0.28,0.5,0.3214285714285714,0.0,0.14285714285714285,7th Gen,1,975,22,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Dynasty Warriors: Gundam,PS2,2008,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,6th Gen,1,932,24,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Madagascar,XB,2005,Platform,Activision,0.21,0.06,0.0,0.01,0.28,0.7499999999999999,0.21428571428571425,0.0,0.03571428571428571,Other,1,975,10,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,824
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.15,0.1,0.0,0.03,0.28,0.5357142857142857,0.35714285714285715,0.0,0.10714285714285712,7th Gen,1,975,34,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0.0,0.1,0.28,0.39285714285714285,0.03571428571428571,0.0,0.5714285714285714,6th Gen,1,975,36,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
F-1 Grand Prix,SNES,1992,Racing,Video System,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,Retro,0,4,14,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,239
Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.28,0.5,0.39285714285714285,0.0,0.07142857142857142,8th Gen,1,1348,13,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,143
Pinkalicious,DS,2011,Misc,GameMill Entertainment,0.26,0.0,0.0,0.02,0.28,0.9285714285714285,0.0,0.0,0.07142857142857142,Other,0,8,12,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
SimCity 2000,SAT,1994,Simulation,Sega,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,Retro,1,639,12,1990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,173
Deer Hunter,PS2,2003,Sports,Atari,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,0,363,11,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,0.0,0.0,0.1,0.01,0.28,0.0,0.0,0.9642857142857143,0.03571428571428571,6th Gen,1,702,28,2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,Other,1,639,27,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2163
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.1,0.02,0.28,0.0,0.0,0.9285714285714285,0.07142857142857142,Retro,1,832,40,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1196
FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0.0,0.02,0.28,0.857142857142857,0.03571428571428571,0.0,0.07142857142857142,7th Gen,1,1348,14,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1264
Mass Effect Trilogy,PC,2012,Action,Electronic Arts,0.09,0.16,0.0,0.03,0.28,0.3214285714285714,0.5714285714285714,0.0,0.10714285714285712,PC,1,1348,19,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,959
Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28,0.7499999999999999,0.21428571428571425,0.0,0.03571428571428571,6th Gen,0,184,26,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,556
AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games,0.25,0.0,0.0,0.02,0.28,0.8928571428571428,0.0,0.0,0.07142857142857142,7th Gen,0,41,32,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
My Japanese Coach,DS,2008,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.28,0.8928571428571428,0.0,0.0,0.07142857142857142,Other,1,921,17,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.28,0.39285714285714285,0.35714285714285715,0.07142857142857142,0.14285714285714285,7th Gen,0,15,9,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Warpath: Jurassic Park,PS,1998,Fighting,Electronic Arts,0.15,0.1,0.0,0.02,0.28,0.5357142857142857,0.35714285714285715,0.0,0.07142857142857142,Retro,1,1348,22,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,1,715,30,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0.0,0.01,0.28,0.7499999999999999,0.21428571428571425,0.0,0.03571428571428571,Other,1,975,25,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,824
Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,0,184,28,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,1,1348,18,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games,0.0,0.07,0.1,0.01,0.28,0.0,0.25,0.6785714285714285,0.03571428571428571,7th Gen,1,932,60,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,0.22,0.04,0.0,0.02,0.28,0.7857142857142857,0.14285714285714285,0.0,0.07142857142857142,7th Gen,1,715,46,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.09,0.0,0.02,0.28,0.6071428571428571,0.3214285714285714,0.0,0.07142857142857142,7th Gen,0,381,29,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Power Pro Kun Pocket 3,GBA,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.01,0.28,0.0,0.0,0.9642857142857143,0.03571428571428571,6th Gen,1,832,22,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,822
Myst III: Exile,PS2,2002,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,0.5,0.39285714285714285,0.0,0.14285714285714285,6th Gen,1,921,15,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,0.7142857142857143,0.25,0.0,0.0,6th Gen,1,832,27,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,822
NBA 2K12,PSP,2011,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03,0.28,0.7857142857142857,0.10714285714285712,0.0,0.10714285714285712,7th Gen,1,413,8,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1213
R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0.0,0.05,0.28,0.14285714285714285,0.6785714285714285,0.0,0.17857142857142858,PC,1,921,8,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,959
Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,Retro,1,932,49,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,173
Armored Core: Project Phantasma,PS,1997,Simulation,From Software,0.06,0.04,0.1,0.02,0.28,0.21428571428571425,0.14285714285714285,0.5357142857142857,0.07142857142857142,Retro,0,15,31,1990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1196
Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,Retro,1,702,39,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,98
Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,8th Gen,0,7,33,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,509
ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo,0.26,0.0,0.0,0.02,0.28,0.9285714285714285,0.0,0.0,0.07142857142857142,7th Gen,1,702,24,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1324
Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.1,0.03,0.28,0.0,0.25,0.6428571428571428,0.10714285714285712,7th Gen,1,832,25,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1213
Deadpool,PS4,2015,Action,Activision,0.13,0.1,0.0,0.05,0.28,0.46428571428571425,0.35714285714285715,0.0,0.17857142857142858,8th Gen,1,975,8,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,336
Nichibutsu Arcade Classics,SNES,1995,Misc,Nichibutsu,0.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,Retro,0,1,26,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239
Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike,0.06,0.0,0.1,0.01,0.27,0.2222222222222222,0.0,0.7407407407407407,0.037037037037037035,7th Gen,0,37,27,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value,0.13,0.11,0.0,0.04,0.27,0.48148148148148145,0.4074074074074074,0.0,0.14814814814814814,6th Gen,0,29,21,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,0.0,0.0,0.1,0.0,0.27,0.0,0.0,1.0,0.0,Other,1,702,57,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27,0.48148148148148145,0.37037037037037035,0.0,0.14814814814814814,6th Gen,1,413,24,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
Mr. Do!,2600,1982,Action,Coleco,0.26,0.02,0.0,0.0,0.27,0.9629629629629629,0.07407407407407407,0.0,0.0,Retro,0,5,7,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133
How to Train Your Dragon 2,Wii,2014,Adventure,Little Orbit,0.05,0.2,0.0,0.02,0.27,0.18518518518518517,0.7407407407407407,0.0,0.07407407407407407,7th Gen,0,26,26,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Boogie,DS,2007,Misc,Electronic Arts,0.25,0.0,0.0,0.02,0.27,0.9259259259259258,0.0,0.0,0.07407407407407407,Other,1,1348,6,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,0.7777777777777777,0.2222222222222222,0.0,0.037037037037037035,Other,0,189,27,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,824
Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,0.18,0.06,0.0,0.03,0.27,0.6666666666666666,0.2222222222222222,0.0,0.1111111111111111,7th Gen,1,975,28,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1327
Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation,0.0,0.0,0.1,0.02,0.27,0.0,0.0,0.9629629629629629,0.07407407407407407,Retro,0,18,44,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,0.21,0.06,0.0,0.01,0.27,0.7777777777777777,0.2222222222222222,0.0,0.037037037037037035,6th Gen,0,363,24,2000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
The Legend of Zelda: The Minish Cap(weekly JP sales),GBA,2007,Action,Unknown,0.0,0.0,0.1,0.01,0.27,0.0,0.0,1.0,0.037037037037037035,6th Gen,0,260,52,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,822
Motocross Maniacs Advance,GBA,2002,Racing,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27,0.7407407407407407,0.25925925925925924,0.0,0.0,6th Gen,1,832,25,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,822
Resident Evil 2: Dual Shock Edition,PS,1998,Action,Capcom,0.0,0.0,0.1,0.02,0.27,0.0,0.0,0.9629629629629629,0.07407407407407407,Retro,0,381,35,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Dynasty Warriors,PS,1997,Action,Tecmo Koei,0.09,0.06,0.1,0.02,0.27,0.3333333333333333,0.2222222222222222,0.4074074074074074,0.07407407407407407,Retro,0,338,16,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
M&M's Blast!,GBA,2001,Puzzle,Unknown,0.2,0.07,0.0,0.0,0.27,0.7407407407407407,0.25925925925925924,0.0,0.0,6th Gen,0,260,12,2000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,822
Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment,0.14,0.11,0.0,0.03,0.27,0.5185185185185185,0.4074074074074074,0.0,0.1111111111111111,7th Gen,0,92,26,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,0.8888888888888888,0.037037037037037035,0.0,0.07407407407407407,Other,1,1348,27,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2163
Final Fantasy X International,PS2,2004,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.27,0.0,0.0,1.0,0.0,6th Gen,0,233,29,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2161
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,0.5555555555555555,0.37037037037037035,0.0,0.07407407407407407,Retro,0,14,44,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
NHL Hitz 20-02,XB,2001,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27,0.7407407407407407,0.2222222222222222,0.0,0.037037037037037035,Other,0,198,14,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,824
