image_path,label,crop,split
Cashew leaf miner/leaf miner1042_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1729_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot557_.jpg,Maize leaf spot,Maize,train
Maize leaf spot/leaf spot572_.jpg,Maize leaf spot,Maize,train
Tomato leaf blight/leaf blight499_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2092_-uwpqOT.jpg,Tomato septoria leaf spot,Tomato,train
Maize streak virus/streak virus361_.jpg,Maize streak virus,Maize,train
Cashew anthracnose/anthracnose485_.jpg,Cashew anthracnose,Cashew,train
Cashew anthracnose/anthracnose1515_.jpg,Cashew anthracnose,Cashew,train
Maize leaf beetle/leaf beetle185_.jpg,Maize leaf beetle,Maize,train
Tomato septoria leaf spot/septoria leaf spot605_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot503_.jpg,Maize leaf spot,Maize,train
Tomato septoria leaf spot/septoria leaf spot1368_.jpg,Tomato septoria leaf spot,Tomato,train
Maize streak virus/streak virus162_.jpg,Maize streak virus,Maize,train
Cassava brown spot/brown spot94_.jpg,Cassava brown spot,Cassava,train
Maize streak virus/streak virus689_.jpg,Maize streak virus,Maize,train
Cassava mosaic/mosaic181_.jpg,Cassava mosaic,Cassava,train
Cashew healthy/healthy1311_.jpg,Cashew healthy,Cashew,train
Cassava green mite/green mite737_.jpg,Cassava green mite,Cassava,train
Cashew red rust/red rust610_.jpg,Cashew red rust,Cashew,train
Cashew leaf miner/leaf miner491_.jpg,Cashew leaf miner,Cashew,train
Cassava brown spot/brown spot1365_.jpg,Cassava brown spot,Cassava,train
Maize grasshoper/grasshoper198_.jpg,Maize grasshoper,Maize,train
Cashew red rust/red rust298_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy372_.jpg,Cassava healthy,Cassava,train
Tomato verticulium wilt/verticulium wilt177_.jpg,Tomato verticulium wilt,Tomato,train
Tomato leaf blight/leaf blight1109_.jpg,Tomato leaf blight,Tomato,train
Tomato verticulium wilt/verticulium wilt520_.jpg,Tomato verticulium wilt,Tomato,train
Cassava bacterial blight/bacterial blight1231_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot438_.jpg,Cassava brown spot,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2294_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf blight/leaf blight753_.jpg,Maize leaf blight,Maize,train
Maize grasshoper/grasshoper584_.jpg,Maize grasshoper,Maize,train
Cassava brown spot/brown spot295_.jpg,Cassava brown spot,Cassava,train
Cashew healthy/healthy1085_.jpg,Cashew healthy,Cashew,train
Cassava green mite/green mite590_.jpg,Cassava green mite,Cassava,train
Tomato leaf blight/leaf blight190_.jpg,Tomato leaf blight,Tomato,train
Cassava brown spot/brown spot1027_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1455_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust658_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose753_.jpg,Cashew anthracnose,Cashew,train
Maize leaf beetle/leaf beetle898_.jpg,Maize leaf beetle,Maize,train
Maize leaf beetle/leaf beetle529_.jpg,Maize leaf beetle,Maize,train
Tomato verticulium wilt/verticulium wilt396_.jpg,Tomato verticulium wilt,Tomato,train
Cassava mosaic/mosaic987_.jpg,Cassava mosaic,Cassava,train
Cassava healthy/healthy119_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2162_-goTs0Y.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight1231_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight383_.jpg,Maize leaf blight,Maize,train
Maize leaf spot/leaf spot1192_.jpg,Maize leaf spot,Maize,train
Tomato verticulium wilt/verticulium wilt158_.jpg,Tomato verticulium wilt,Tomato,train
Maize leaf spot/leaf spot63_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight1982_.jpg,Cassava bacterial blight,Cassava,train
Maize grasshoper/grasshoper394_.jpg,Maize grasshoper,Maize,train
Tomato verticulium wilt/verticulium wilt289_.jpg,Tomato verticulium wilt,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1475_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf blight/leaf blight1001_.jpg,Maize leaf blight,Maize,train
Tomato leaf curl/leaf curl500_.jpg,Tomato leaf curl,Tomato,train
Maize healthy/healthy102_.jpg,Maize healthy,Maize,train
Cashew leaf miner/leaf miner548_.jpg,Cashew leaf miner,Cashew,train
Maize grasshoper/grasshoper642_.jpg,Maize grasshoper,Maize,train
Cashew leaf miner/leaf miner879_.jpg,Cashew leaf miner,Cashew,train
Cassava mosaic/mosaic223_.jpg,Cassava mosaic,Cassava,train
Tomato healthy/healthy135_.jpg,Tomato healthy,Tomato,train
Maize leaf blight/leaf blight906_.jpg,Maize leaf blight,Maize,train
Cassava mosaic/mosaic63_.jpg,Cassava mosaic,Cassava,train
Maize leaf spot/leaf spot1112_.jpg,Maize leaf spot,Maize,train
Tomato septoria leaf spot/septoria leaf spot2319_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf blight/leaf blight210_.jpg,Maize leaf blight,Maize,train
Cassava green mite/green mite932_.jpg,Cassava green mite,Cassava,train
Maize leaf beetle/leaf beetle173_.jpg,Maize leaf beetle,Maize,train
Tomato verticulium wilt/verticulium wilt203_.jpg,Tomato verticulium wilt,Tomato,train
Maize streak virus/streak virus377_.jpg,Maize streak virus,Maize,train
Maize leaf spot/leaf spot447_.jpg,Maize leaf spot,Maize,train
Cassava green mite/green mite459_.jpg,Cassava green mite,Cassava,train
Cassava healthy/healthy807_.jpg,Cassava healthy,Cassava,train
Tomato leaf blight/leaf blight1212_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight956_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight206_.jpg,Cassava bacterial blight,Cassava,train
Maize streak virus/streak virus984_.jpg,Maize streak virus,Maize,train
Maize streak virus/streak virus845_.jpg,Maize streak virus,Maize,train
Tomato septoria leaf spot/septoria leaf spot2007_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot618_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight488_.jpg,Cassava bacterial blight,Cassava,train
Cassava mosaic/mosaic894_.jpg,Cassava mosaic,Cassava,train
Cashew anthracnose/anthracnose747_.jpg,Cashew anthracnose,Cashew,train
Cashew anthracnose/anthracnose306_.jpg,Cashew anthracnose,Cashew,train
Tomato leaf curl/leaf curl372_.jpg,Tomato leaf curl,Tomato,train
Tomato septoria leaf spot/septoria leaf spot860_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava green mite/green mite744_.jpg,Cassava green mite,Cassava,train
Tomato healthy/healthy429_.jpg,Tomato healthy,Tomato,train
Cashew healthy/healthy1234_.jpg,Cashew healthy,Cashew,train
Tomato verticulium wilt/verticulium wilt31_.jpg,Tomato verticulium wilt,Tomato,train
Cassava bacterial blight/bacterial blight1153_.jpg,Cassava bacterial blight,Cassava,train
Maize grasshoper/grasshoper56_.jpg,Maize grasshoper,Maize,train
Maize grasshoper/grasshoper307_.jpg,Maize grasshoper,Maize,train
Tomato septoria leaf spot/septoria leaf spot1121_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner843_.jpg,Cashew leaf miner,Cashew,train
Maize streak virus/streak virus19_.jpg,Maize streak virus,Maize,train
Tomato verticulium wilt/verticulium wilt291_.jpg,Tomato verticulium wilt,Tomato,train
Cassava bacterial blight/bacterial blight1440_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot680_.jpg,Maize leaf spot,Maize,train
Cashew anthracnose/anthracnose502_.jpg,Cashew anthracnose,Cashew,train
Cashew anthracnose/anthracnose953_.jpg,Cashew anthracnose,Cashew,train
Cassava brown spot/brown spot716_.jpg,Cassava brown spot,Cassava,train
Tomato leaf blight/leaf blight937_.jpg,Tomato leaf blight,Tomato,train
Tomato verticulium wilt/verticulium wilt335_.jpg,Tomato verticulium wilt,Tomato,train
Cashew red rust/red rust1061_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose1565_.jpg,Cashew anthracnose,Cashew,train
Maize leaf beetle/leaf beetle150_.jpg,Maize leaf beetle,Maize,train
Cashew red rust/red rust757_.jpg,Cashew red rust,Cashew,train
Cashew leaf miner/leaf miner1203_.jpg,Cashew leaf miner,Cashew,train
Cashew gumosis/gumosis238_.jpg,Cashew gumosis,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1862_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2294_-lzDJZ5.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt512_.jpg,Tomato verticulium wilt,Tomato,train
Tomato leaf blight/leaf blight1131_.jpg,Tomato leaf blight,Tomato,train
Maize grasshoper/grasshoper664_.jpg,Maize grasshoper,Maize,train
Maize leaf blight/leaf blight750_.jpg,Maize leaf blight,Maize,train
Cassava bacterial blight/bacterial blight1410_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot1169_.jpg,Cassava brown spot,Cassava,train
Cashew red rust/red rust63_.jpg,Cashew red rust,Cashew,train
Cashew leaf miner/leaf miner1375_.jpg,Cashew leaf miner,Cashew,train
Cassava green mite/green mite1013_.jpg,Cassava green mite,Cassava,train
Cassava brown spot/brown spot919_.jpg,Cassava brown spot,Cassava,train
Cassava green mite/green mite957_.jpg,Cassava green mite,Cassava,train
Cashew leaf miner/leaf miner1267_.jpg,Cashew leaf miner,Cashew,train
Maize streak virus/streak virus904_.jpg,Maize streak virus,Maize,train
Cassava bacterial blight/bacterial blight2321_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust1030_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy571_.jpg,Cassava healthy,Cassava,train
Cassava green mite/green mite52_.jpg,Cassava green mite,Cassava,train
Maize leaf beetle/leaf beetle26_.jpg,Maize leaf beetle,Maize,train
Maize leaf blight/leaf blight335_.jpg,Maize leaf blight,Maize,train
Maize leaf beetle/leaf beetle928_.jpg,Maize leaf beetle,Maize,train
Tomato verticulium wilt/verticulium wilt583_.jpg,Tomato verticulium wilt,Tomato,train
Tomato leaf curl/leaf curl111_.jpg,Tomato leaf curl,Tomato,train
Cassava mosaic/mosaic954_.jpg,Cassava mosaic,Cassava,train
Maize grasshoper/grasshoper279_.jpg,Maize grasshoper,Maize,train
Tomato septoria leaf spot/septoria leaf spot2157_-9tnufy.jpg,Tomato septoria leaf spot,Tomato,train
Maize streak virus/streak virus51_.jpg,Maize streak virus,Maize,train
Tomato septoria leaf spot/septoria leaf spot1925_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1861_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava healthy/healthy983_.jpg,Cassava healthy,Cassava,train
Cassava bacterial blight/bacterial blight327_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy549_.jpg,Cashew healthy,Cashew,train
Cashew anthracnose/anthracnose136_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1178_.jpg,Tomato septoria leaf spot,Tomato,train
Maize fall armyworm/fall armyworm12_.jpg,Maize fall armyworm,Maize,train
Cashew gumosis/gumosis73_.jpg,Cashew gumosis,Cashew,train
Cassava green mite/green mite547_.jpg,Cassava green mite,Cassava,train
Cashew red rust/red rust1103_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose725_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot453_.jpg,Maize leaf spot,Maize,train
Cashew healthy/healthy785_.jpg,Cashew healthy,Cashew,train
Cashew healthy/healthy597_.jpg,Cashew healthy,Cashew,train
Cassava green mite/green mite332_.jpg,Cassava green mite,Cassava,train
Cashew anthracnose/anthracnose763_.jpg,Cashew anthracnose,Cashew,train
Maize streak virus/streak virus793_.jpg,Maize streak virus,Maize,train
Cashew leaf miner/leaf miner1235_.jpg,Cashew leaf miner,Cashew,train
Maize leaf spot/leaf spot1208_.jpg,Maize leaf spot,Maize,train
Tomato leaf blight/leaf blight434_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight689_.jpg,Cassava bacterial blight,Cassava,train
Cassava mosaic/mosaic139_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2283_-ydDLBk.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy1132_.jpg,Cashew healthy,Cashew,train
Maize leaf blight/leaf blight142_.jpg,Maize leaf blight,Maize,train
Cassava bacterial blight/bacterial blight1545_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight479_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot786_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew gumosis/gumosis194_.jpg,Cashew gumosis,Cashew,train
Cassava brown spot/brown spot1394_.jpg,Cassava brown spot,Cassava,train
Maize leaf blight/leaf blight196_.jpg,Maize leaf blight,Maize,train
Maize leaf spot/leaf spot1132_.jpg,Maize leaf spot,Maize,train
Cassava mosaic/mosaic476_.jpg,Cassava mosaic,Cassava,train
Maize leaf spot/leaf spot1084_.jpg,Maize leaf spot,Maize,train
Maize grasshoper/grasshoper570_.jpg,Maize grasshoper,Maize,train
Tomato verticulium wilt/verticulium wilt707_.jpg,Tomato verticulium wilt,Tomato,train
Tomato leaf blight/leaf blight1123_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot609_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew anthracnose/anthracnose257_.jpg,Cashew anthracnose,Cashew,train
Cashew healthy/healthy900_.jpg,Cashew healthy,Cashew,train
Cashew healthy/healthy190_.jpg,Cashew healthy,Cashew,train
Maize streak virus/streak virus771_.jpg,Maize streak virus,Maize,train
Cassava healthy/healthy917_.jpg,Cassava healthy,Cassava,train
Cassava mosaic/mosaic489_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight1530_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy686_.jpg,Cashew healthy,Cashew,train
Cashew red rust/red rust734_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy29_.jpg,Cassava healthy,Cassava,train
Cassava healthy/healthy1179_.jpg,Cassava healthy,Cassava,train
Cashew leaf miner/leaf miner587_.jpg,Cashew leaf miner,Cashew,train
Cashew leaf miner/leaf miner1175_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1268_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight1252_.jpg,Tomato leaf blight,Tomato,train
Tomato leaf blight/leaf blight1152_.jpg,Tomato leaf blight,Tomato,train
Maize streak virus/streak virus497_.jpg,Maize streak virus,Maize,train
Tomato leaf blight/leaf blight260_.jpg,Tomato leaf blight,Tomato,train
Maize leaf beetle/leaf beetle584_.jpg,Maize leaf beetle,Maize,train
Cassava green mite/green mite233_.jpg,Cassava green mite,Cassava,train
Cassava green mite/green mite787_.jpg,Cassava green mite,Cassava,train
Cashew red rust/red rust940_.jpg,Cashew red rust,Cashew,train
Cashew leaf miner/leaf miner790_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot2086_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight252_.jpg,Tomato leaf blight,Tomato,train
Cassava mosaic/mosaic567_.jpg,Cassava mosaic,Cassava,train
Cassava brown spot/brown spot80_.jpg,Cassava brown spot,Cassava,train
Cashew gumosis/gumosis190_.jpg,Cashew gumosis,Cashew,train
Tomato leaf curl/leaf curl346_.jpg,Tomato leaf curl,Tomato,train
Cassava bacterial blight/bacterial blight2575_.jpg,Cassava bacterial blight,Cassava,train
Cassava mosaic/mosaic551_.jpg,Cassava mosaic,Cassava,train
Cassava brown spot/brown spot381_.jpg,Cassava brown spot,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1534_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew red rust/red rust434_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot777_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew red rust/red rust842_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1831_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt749_.jpg,Tomato verticulium wilt,Tomato,train
Cashew healthy/healthy682_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight928_.jpg,Cassava bacterial blight,Cassava,train
Cassava mosaic/mosaic145_.jpg,Cassava mosaic,Cassava,train
Tomato healthy/healthy258_.jpg,Tomato healthy,Tomato,train
Cashew red rust/red rust517_.jpg,Cashew red rust,Cashew,train
Cassava green mite/green mite511_.jpg,Cassava green mite,Cassava,train
Cassava bacterial blight/bacterial blight2091_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight650_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf blight/leaf blight191_.jpg,Maize leaf blight,Maize,train
Maize streak virus/streak virus955_.jpg,Maize streak virus,Maize,train
Cashew red rust/red rust1040_.jpg,Cashew red rust,Cashew,train
Maize grasshoper/grasshoper183_.jpg,Maize grasshoper,Maize,train
Cassava brown spot/brown spot1092_.jpg,Cassava brown spot,Cassava,train
Cashew leaf miner/leaf miner881_.jpg,Cashew leaf miner,Cashew,train
Cassava brown spot/brown spot63_.jpg,Cassava brown spot,Cassava,train
Cassava mosaic/mosaic1182_.jpg,Cassava mosaic,Cassava,train
Maize leaf spot/leaf spot845_.jpg,Maize leaf spot,Maize,train
Tomato leaf blight/leaf blight567_.jpg,Tomato leaf blight,Tomato,train
Cassava brown spot/brown spot1007_.jpg,Cassava brown spot,Cassava,train
Cashew red rust/red rust1396_.jpg,Cashew red rust,Cashew,train
Cassava brown spot/brown spot461_.jpg,Cassava brown spot,Cassava,train
Cashew anthracnose/anthracnose1661_.jpg,Cashew anthracnose,Cashew,train
Cassava bacterial blight/bacterial blight810_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight2607_.jpg,Cassava bacterial blight,Cassava,train
Maize streak virus/streak virus666_.jpg,Maize streak virus,Maize,train
Cashew red rust/red rust465_.jpg,Cashew red rust,Cashew,train
Cashew healthy/healthy836_.jpg,Cashew healthy,Cashew,train
Cassava green mite/green mite621_.jpg,Cassava green mite,Cassava,train
Tomato leaf curl/leaf curl137_.jpg,Tomato leaf curl,Tomato,train
Tomato septoria leaf spot/septoria leaf spot289_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight467_.jpg,Cassava bacterial blight,Cassava,train
Cassava healthy/healthy150_.jpg,Cassava healthy,Cassava,train
Maize leaf beetle/leaf beetle637_.jpg,Maize leaf beetle,Maize,train
Cashew anthracnose/anthracnose269_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot777_.jpg,Maize leaf spot,Maize,train
Cassava green mite/green mite639_.jpg,Cassava green mite,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1721_.jpg,Tomato septoria leaf spot,Tomato,train
Maize healthy/healthy70_.jpg,Maize healthy,Maize,train
Cassava bacterial blight/bacterial blight1171_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf beetle/leaf beetle517_.jpg,Maize leaf beetle,Maize,train
Maize grasshoper/grasshoper345_.jpg,Maize grasshoper,Maize,train
Tomato leaf blight/leaf blight470_.jpg,Tomato leaf blight,Tomato,train
Cassava green mite/green mite865_.jpg,Cassava green mite,Cassava,train
Cassava mosaic/mosaic632_.jpg,Cassava mosaic,Cassava,train
Cassava healthy/healthy499_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot879_.jpg,Cassava brown spot,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2119_-QLlm3b.jpg,Tomato septoria leaf spot,Tomato,train
Maize healthy/healthy149_.jpg,Maize healthy,Maize,train
Tomato leaf blight/leaf blight1051_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1605_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew red rust/red rust722_.jpg,Cashew red rust,Cashew,train
Tomato leaf blight/leaf blight999_.jpg,Tomato leaf blight,Tomato,train
Cassava healthy/healthy913_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1906_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot1431_.jpg,Cassava brown spot,Cassava,train
Cashew gumosis/gumosis107_.jpg,Cashew gumosis,Cashew,train
Cassava bacterial blight/bacterial blight1813_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy220_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight912_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot25_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy966_.jpg,Cashew healthy,Cashew,train
Cassava mosaic/mosaic231_.jpg,Cassava mosaic,Cassava,train
Cassava brown spot/brown spot965_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1756_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf blight/leaf blight215_.jpg,Maize leaf blight,Maize,train
Cassava healthy/healthy299_.jpg,Cassava healthy,Cassava,train
Maize leaf spot/leaf spot707_.jpg,Maize leaf spot,Maize,train
Maize leaf beetle/leaf beetle165_.jpg,Maize leaf beetle,Maize,train
Cassava healthy/healthy230_.jpg,Cassava healthy,Cassava,train
Maize leaf beetle/leaf beetle872_.jpg,Maize leaf beetle,Maize,train
Maize leaf beetle/leaf beetle153_.jpg,Maize leaf beetle,Maize,train
Cassava healthy/healthy1166_.jpg,Cassava healthy,Cassava,train
Cassava healthy/healthy915_.jpg,Cassava healthy,Cassava,train
Tomato verticulium wilt/verticulium wilt402_.jpg,Tomato verticulium wilt,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2354_-WNYphn.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy742_.jpg,Cashew healthy,Cashew,train
Maize leaf beetle/leaf beetle859_.jpg,Maize leaf beetle,Maize,train
Tomato healthy/healthy470_.jpg,Tomato healthy,Tomato,train
Cashew leaf miner/leaf miner1196_.jpg,Cashew leaf miner,Cashew,train
Maize grasshoper/grasshoper82_.jpg,Maize grasshoper,Maize,train
Cashew healthy/healthy1219_.jpg,Cashew healthy,Cashew,train
Cashew red rust/red rust681_.jpg,Cashew red rust,Cashew,train
Maize streak virus/streak virus886_.jpg,Maize streak virus,Maize,train
Cassava bacterial blight/bacterial blight1604_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf curl/leaf curl120_.jpg,Tomato leaf curl,Tomato,train
Cashew leaf miner/leaf miner389_.jpg,Cashew leaf miner,Cashew,train
Cassava green mite/green mite933_.jpg,Cassava green mite,Cassava,train
Cashew healthy/healthy995_.jpg,Cashew healthy,Cashew,train
Cassava healthy/healthy470_.jpg,Cassava healthy,Cassava,train
Cassava mosaic/mosaic216_.jpg,Cassava mosaic,Cassava,train
Cashew anthracnose/anthracnose1637_.jpg,Cashew anthracnose,Cashew,train
Cassava green mite/green mite584_.jpg,Cassava green mite,Cassava,train
Cashew healthy/healthy824_.jpg,Cashew healthy,Cashew,train
Tomato leaf blight/leaf blight23_.jpg,Tomato leaf blight,Tomato,train
Cassava healthy/healthy1176_.jpg,Cassava healthy,Cassava,train
Cassava healthy/healthy192_.jpg,Cassava healthy,Cassava,train
Cashew red rust/red rust1118_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight284_.jpg,Cassava bacterial blight,Cassava,train
Cassava green mite/green mite260_.jpg,Cassava green mite,Cassava,train
Tomato septoria leaf spot/septoria leaf spot370_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight1717_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot1308_.jpg,Cassava brown spot,Cassava,train
Tomato healthy/healthy241_.jpg,Tomato healthy,Tomato,train
Cashew red rust/red rust966_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust740_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose1022_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot226_.jpg,Maize leaf spot,Maize,train
Maize leaf beetle/leaf beetle414_.jpg,Maize leaf beetle,Maize,train
Cassava brown spot/brown spot619_.jpg,Cassava brown spot,Cassava,train
Tomato leaf blight/leaf blight506_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight636_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot764_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy188_.jpg,Cashew healthy,Cashew,train
Maize leaf spot/leaf spot1082_.jpg,Maize leaf spot,Maize,train
Tomato healthy/healthy216_.jpg,Tomato healthy,Tomato,train
Cashew leaf miner/leaf miner1296_.jpg,Cashew leaf miner,Cashew,train
Cashew anthracnose/anthracnose476_.jpg,Cashew anthracnose,Cashew,train
Cassava bacterial blight/bacterial blight2194_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight1553_.jpg,Cassava bacterial blight,Cassava,train
Cassava healthy/healthy934_.jpg,Cassava healthy,Cassava,train
Cassava mosaic/mosaic189_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight366_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust1208_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot459_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight1287_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf blight/leaf blight200_.jpg,Maize leaf blight,Maize,train
Maize grasshoper/grasshoper359_.jpg,Maize grasshoper,Maize,train
Maize leaf blight/leaf blight165_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot2333_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight1126_.jpg,Tomato leaf blight,Tomato,train
Cassava green mite/green mite212_.jpg,Cassava green mite,Cassava,train
Maize streak virus/streak virus760_.jpg,Maize streak virus,Maize,train
Maize streak virus/streak virus783_.jpg,Maize streak virus,Maize,train
Tomato septoria leaf spot/septoria leaf spot1381_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew red rust/red rust814_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose275_.jpg,Cashew anthracnose,Cashew,train
Tomato leaf blight/leaf blight1235_.jpg,Tomato leaf blight,Tomato,train
Cassava mosaic/mosaic404_.jpg,Cassava mosaic,Cassava,train
Cassava mosaic/mosaic859_.jpg,Cassava mosaic,Cassava,train
Maize leaf blight/leaf blight657_.jpg,Maize leaf blight,Maize,train
Cassava mosaic/mosaic861_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight1584_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight1031_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf blight/leaf blight613_.jpg,Maize leaf blight,Maize,train
Cassava bacterial blight/bacterial blight1541_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot205_.jpg,Cassava brown spot,Cassava,train
