image_path,label,crop,split
Cashew healthy/healthy218_.jpg,Cashew healthy,Cashew,train
Cassava brown spot/brown spot1086_.jpg,Cassava brown spot,Cassava,train
Cashew healthy/healthy627_.jpg,Cashew healthy,Cashew,train
Cassava brown spot/brown spot849_.jpg,Cassava brown spot,Cassava,train
Tomato verticulium wilt/verticulium wilt310_.jpg,Tomato verticulium wilt,Tomato,train
Cashew red rust/red rust1304_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot2164_-crFA8t.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle660_.jpg,Maize leaf beetle,Maize,train
Cashew leaf miner/leaf miner384_.jpg,Cashew leaf miner,Cashew,train
Cashew healthy/healthy345_.jpg,Cashew healthy,Cashew,train
Cashew anthracnose/anthracnose1396_.jpg,Cashew anthracnose,Cashew,train
Maize leaf beetle/leaf beetle871_.jpg,Maize leaf beetle,Maize,train
Cashew gumosis/gumosis36_.jpg,Cashew gumosis,Cashew,train
Cashew healthy/healthy389_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight601_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1129_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot434_.jpg,Maize leaf spot,Maize,train
Maize streak virus/streak virus915_.jpg,Maize streak virus,Maize,train
Cashew anthracnose/anthracnose1516_.jpg,Cashew anthracnose,Cashew,train
Cashew red rust/red rust1175_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic437_.jpg,Cassava mosaic,Cassava,train
Tomato verticulium wilt/verticulium wilt491_.jpg,Tomato verticulium wilt,Tomato,train
Cassava brown spot/brown spot590_.jpg,Cassava brown spot,Cassava,train
Maize streak virus/streak virus150_.jpg,Maize streak virus,Maize,train
Maize grasshoper/grasshoper290_.jpg,Maize grasshoper,Maize,train
Cashew red rust/red rust347_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust1469_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust1006_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic340_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot726_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle639_.jpg,Maize leaf beetle,Maize,train
Cassava brown spot/brown spot722_.jpg,Cassava brown spot,Cassava,train
Cashew red rust/red rust1535_.jpg,Cashew red rust,Cashew,train
Cashew healthy/healthy448_.jpg,Cashew healthy,Cashew,train
Maize streak virus/streak virus676_.jpg,Maize streak virus,Maize,train
Tomato verticulium wilt/verticulium wilt214_.jpg,Tomato verticulium wilt,Tomato,train
Maize leaf blight/leaf blight334_.jpg,Maize leaf blight,Maize,train
Cashew red rust/red rust1615_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1033_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot268_.jpg,Maize leaf spot,Maize,train
Cassava green mite/green mite844_.jpg,Cassava green mite,Cassava,train
Cashew anthracnose/anthracnose1510_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1339_.jpg,Tomato septoria leaf spot,Tomato,train
Maize streak virus/streak virus35_.jpg,Maize streak virus,Maize,train
Maize grasshoper/grasshoper158_.jpg,Maize grasshoper,Maize,train
Cassava brown spot/brown spot549_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1504_.jpg,Cassava bacterial blight,Cassava,train
Cassava healthy/healthy925_.jpg,Cassava healthy,Cassava,train
Cassava bacterial blight/bacterial blight1400_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust808_.jpg,Cashew red rust,Cashew,train
Maize leaf blight/leaf blight277_.jpg,Maize leaf blight,Maize,train
Tomato leaf curl/leaf curl272_.jpg,Tomato leaf curl,Tomato,train
Cashew red rust/red rust468_.jpg,Cashew red rust,Cashew,train
Cassava green mite/green mite361_.jpg,Cassava green mite,Cassava,train
Maize leaf spot/leaf spot1242_.jpg,Maize leaf spot,Maize,train
Cashew anthracnose/anthracnose215_.jpg,Cashew anthracnose,Cashew,train
Cashew red rust/red rust1086_.jpg,Cashew red rust,Cashew,train
Tomato leaf blight/leaf blight199_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight255_.jpg,Maize leaf blight,Maize,train
Cashew gumosis/gumosis312_.jpg,Cashew gumosis,Cashew,train
Cassava healthy/healthy1133_.jpg,Cassava healthy,Cassava,train
Cashew red rust/red rust474_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy597_.jpg,Cassava healthy,Cassava,train
Cashew healthy/healthy817_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight363_.jpg,Cassava bacterial blight,Cassava,train
Cashew leaf miner/leaf miner506_.jpg,Cashew leaf miner,Cashew,train
Cassava bacterial blight/bacterial blight166_.jpg,Cassava bacterial blight,Cassava,train
Maize streak virus/streak virus60_.jpg,Maize streak virus,Maize,train
Tomato leaf curl/leaf curl212_.jpg,Tomato leaf curl,Tomato,train
Maize streak virus/streak virus588_.jpg,Maize streak virus,Maize,train
Cassava mosaic/mosaic191_.jpg,Cassava mosaic,Cassava,train
Cashew red rust/red rust1139_.jpg,Cashew red rust,Cashew,train
Tomato leaf blight/leaf blight733_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust1312_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic723_.jpg,Cassava mosaic,Cassava,train
Cassava mosaic/mosaic176_.jpg,Cassava mosaic,Cassava,train
Cashew red rust/red rust673_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust928_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight2197_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot732_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight887_.jpg,Tomato leaf blight,Tomato,train
Maize streak virus/streak virus505_.jpg,Maize streak virus,Maize,train
Maize leaf beetle/leaf beetle822_.jpg,Maize leaf beetle,Maize,train
Maize leaf blight/leaf blight556_.jpg,Maize leaf blight,Maize,train
Cassava bacterial blight/bacterial blight187_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust402_.jpg,Cashew red rust,Cashew,train
Cashew leaf miner/leaf miner897_.jpg,Cashew leaf miner,Cashew,train
Maize leaf beetle/leaf beetle648_.jpg,Maize leaf beetle,Maize,train
Maize leaf beetle/leaf beetle449_.jpg,Maize leaf beetle,Maize,train
Tomato leaf blight/leaf blight1107_.jpg,Tomato leaf blight,Tomato,train
Cassava mosaic/mosaic1104_.jpg,Cassava mosaic,Cassava,train
Maize grasshoper/grasshoper253_.jpg,Maize grasshoper,Maize,train
Tomato healthy/healthy182_.jpg,Tomato healthy,Tomato,train
Tomato verticulium wilt/verticulium wilt743_.jpg,Tomato verticulium wilt,Tomato,train
Cashew anthracnose/anthracnose638_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot1040_.jpg,Maize leaf spot,Maize,train
Cassava mosaic/mosaic881_.jpg,Cassava mosaic,Cassava,train
Cassava mosaic/mosaic554_.jpg,Cassava mosaic,Cassava,train
Tomato leaf blight/leaf blight500_.jpg,Tomato leaf blight,Tomato,train
Cassava green mite/green mite196_.jpg,Cassava green mite,Cassava,train
Tomato leaf blight/leaf blight374_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight32_.jpg,Maize leaf blight,Maize,train
Cassava brown spot/brown spot741_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight447_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot184_.jpg,Cassava brown spot,Cassava,train
Maize leaf blight/leaf blight321_.jpg,Maize leaf blight,Maize,train
Cassava brown spot/brown spot1223_.jpg,Cassava brown spot,Cassava,train
Maize leaf beetle/leaf beetle832_.jpg,Maize leaf beetle,Maize,train
Tomato leaf blight/leaf blight1122_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight1288_.jpg,Cassava bacterial blight,Cassava,train
Cassava mosaic/mosaic248_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight7_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy1329_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight707_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot893_.jpg,Cassava brown spot,Cassava,train
Maize leaf spot/leaf spot235_.jpg,Maize leaf spot,Maize,train
Cassava brown spot/brown spot704_.jpg,Cassava brown spot,Cassava,train
Cashew anthracnose/anthracnose443_.jpg,Cashew anthracnose,Cashew,train
Cashew red rust/red rust879_.jpg,Cashew red rust,Cashew,train
Maize leaf spot/leaf spot770_.jpg,Maize leaf spot,Maize,train
Cassava mosaic/mosaic738_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight212_.jpg,Cassava bacterial blight,Cassava,train
Maize streak virus/streak virus63_.jpg,Maize streak virus,Maize,train
Cashew anthracnose/anthracnose296_.jpg,Cashew anthracnose,Cashew,train
Maize leaf blight/leaf blight177_.jpg,Maize leaf blight,Maize,train
Cashew leaf miner/leaf miner1318_.jpg,Cashew leaf miner,Cashew,train
Cashew healthy/healthy951_.jpg,Cashew healthy,Cashew,train
Cashew leaf miner/leaf miner469_.jpg,Cashew leaf miner,Cashew,train
Cashew red rust/red rust267_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic66_.jpg,Cassava mosaic,Cassava,train
Cashew red rust/red rust1341_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy347_.jpg,Cassava healthy,Cassava,train
Cashew leaf miner/leaf miner390_.jpg,Cashew leaf miner,Cashew,train
Cassava bacterial blight/bacterial blight250_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot1383_.jpg,Cassava brown spot,Cassava,train
Maize leaf beetle/leaf beetle37_.jpg,Maize leaf beetle,Maize,train
Tomato verticulium wilt/verticulium wilt440_.jpg,Tomato verticulium wilt,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2124_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic483_.jpg,Cassava mosaic,Cassava,train
Maize healthy/healthy34_.jpg,Maize healthy,Maize,train
Maize leaf beetle/leaf beetle38_.jpg,Maize leaf beetle,Maize,train
Cassava green mite/green mite985_.jpg,Cassava green mite,Cassava,train
Maize streak virus/streak virus406_.jpg,Maize streak virus,Maize,train
Tomato septoria leaf spot/septoria leaf spot2167_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot739_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot463_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt692_.jpg,Tomato verticulium wilt,Tomato,train
Cashew anthracnose/anthracnose1474_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot772_.jpg,Maize leaf spot,Maize,train
Cassava mosaic/mosaic908_.jpg,Cassava mosaic,Cassava,train
Tomato leaf blight/leaf blight379_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust1436_.jpg,Cashew red rust,Cashew,train
Tomato healthy/healthy482_.jpg,Tomato healthy,Tomato,train
Cassava healthy/healthy366_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot798_.jpg,Cassava brown spot,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1013_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle580_.jpg,Maize leaf beetle,Maize,train
Cassava bacterial blight/bacterial blight2103_.jpg,Cassava bacterial blight,Cassava,train
Maize streak virus/streak virus168_.jpg,Maize streak virus,Maize,train
Cassava bacterial blight/bacterial blight2241_.jpg,Cassava bacterial blight,Cassava,train
Maize grasshoper/grasshoper532_.jpg,Maize grasshoper,Maize,train
Cassava brown spot/brown spot1188_.jpg,Cassava brown spot,Cassava,train
Tomato verticulium wilt/verticulium wilt9_.jpg,Tomato verticulium wilt,Tomato,train
Cassava bacterial blight/bacterial blight1107_.jpg,Cassava bacterial blight,Cassava,train
Cassava healthy/healthy1144_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot128_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava green mite/green mite192_.jpg,Cassava green mite,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1141_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot266_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew red rust/red rust586_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust1386_.jpg,Cashew red rust,Cashew,train
Maize grasshoper/grasshoper73_.jpg,Maize grasshoper,Maize,train
Cassava brown spot/brown spot100_.jpg,Cassava brown spot,Cassava,train
Cashew red rust/red rust1362_.jpg,Cashew red rust,Cashew,train
Maize streak virus/streak virus345_.jpg,Maize streak virus,Maize,train
Cashew anthracnose/anthracnose1651_.jpg,Cashew anthracnose,Cashew,train
Cassava brown spot/brown spot1277_.jpg,Cassava brown spot,Cassava,train
Maize streak virus/streak virus338_.jpg,Maize streak virus,Maize,train
Tomato leaf blight/leaf blight204_.jpg,Tomato leaf blight,Tomato,train
Cashew healthy/healthy1145_.jpg,Cashew healthy,Cashew,train
Tomato septoria leaf spot/septoria leaf spot2375_-ItNWqC.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy1157_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight440_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1527_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava healthy/healthy349_.jpg,Cassava healthy,Cassava,train
Cashew anthracnose/anthracnose44_.jpg,Cashew anthracnose,Cashew,train
Cassava bacterial blight/bacterial blight545_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot219_.jpg,Cassava brown spot,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2099_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner277_.jpg,Cashew leaf miner,Cashew,train
Cassava mosaic/mosaic389_.jpg,Cassava mosaic,Cassava,train
Cashew anthracnose/anthracnose926_.jpg,Cashew anthracnose,Cashew,train
Cassava healthy/healthy1045_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot960_.jpg,Cassava brown spot,Cassava,train
Tomato leaf blight/leaf blight708_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1790_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight2405_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot562_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew gumosis/gumosis328_.jpg,Cashew gumosis,Cashew,train
Cashew healthy/healthy874_.jpg,Cashew healthy,Cashew,train
Cassava green mite/green mite854_.jpg,Cassava green mite,Cassava,train
Maize leaf blight/leaf blight599_.jpg,Maize leaf blight,Maize,train
Tomato verticulium wilt/verticulium wilt94_.jpg,Tomato verticulium wilt,Tomato,train
Maize streak virus/streak virus167_.jpg,Maize streak virus,Maize,train
Maize fall armyworm/fall armyworm7_.jpg,Maize fall armyworm,Maize,train
Maize leaf spot/leaf spot658_.jpg,Maize leaf spot,Maize,train
Cassava mosaic/mosaic692_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1471_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot392_.jpg,Maize leaf spot,Maize,train
Cashew healthy/healthy161_.jpg,Cashew healthy,Cashew,train
Cassava brown spot/brown spot352_.jpg,Cassava brown spot,Cassava,train
Cashew healthy/healthy98_.jpg,Cashew healthy,Cashew,train
Maize leaf spot/leaf spot890_.jpg,Maize leaf spot,Maize,train
Maize leaf blight/leaf blight19_.jpg,Maize leaf blight,Maize,train
Cassava bacterial blight/bacterial blight2027_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy908_.jpg,Cashew healthy,Cashew,train
Tomato septoria leaf spot/septoria leaf spot2112_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle667_.jpg,Maize leaf beetle,Maize,train
Maize leaf beetle/leaf beetle864_.jpg,Maize leaf beetle,Maize,train
Cassava brown spot/brown spot448_.jpg,Cassava brown spot,Cassava,train
Cassava brown spot/brown spot905_.jpg,Cassava brown spot,Cassava,train
Cashew healthy/healthy1081_.jpg,Cashew healthy,Cashew,train
Maize leaf blight/leaf blight465_.jpg,Maize leaf blight,Maize,train
Cashew healthy/healthy721_.jpg,Cashew healthy,Cashew,train
Maize streak virus/streak virus922_.jpg,Maize streak virus,Maize,train
Cassava brown spot/brown spot133_.jpg,Cassava brown spot,Cassava,train
Tomato septoria leaf spot/septoria leaf spot497_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight1940_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight1014_.jpg,Tomato leaf blight,Tomato,train
Cassava brown spot/brown spot733_.jpg,Cassava brown spot,Cassava,train
Cassava healthy/healthy741_.jpg,Cassava healthy,Cassava,train
Maize streak virus/streak virus188_.jpg,Maize streak virus,Maize,train
Cashew healthy/healthy998_.jpg,Cashew healthy,Cashew,train
Cashew healthy/healthy30_.jpg,Cashew healthy,Cashew,train
Cassava green mite/green mite360_.jpg,Cassava green mite,Cassava,train
Cassava brown spot/brown spot366_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1852_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight1255_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust146_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight2195_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1311_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew gumosis/gumosis217_.jpg,Cashew gumosis,Cashew,train
Tomato leaf curl/leaf curl135_.jpg,Tomato leaf curl,Tomato,train
Cassava healthy/healthy375_.jpg,Cassava healthy,Cassava,train
Cassava bacterial blight/bacterial blight2409_.jpg,Cassava bacterial blight,Cassava,train
Maize streak virus/streak virus458_.jpg,Maize streak virus,Maize,train
Cashew leaf miner/leaf miner1226_.jpg,Cashew leaf miner,Cashew,train
Cashew leaf miner/leaf miner944_.jpg,Cashew leaf miner,Cashew,train
Cassava mosaic/mosaic1015_.jpg,Cassava mosaic,Cassava,train
Cashew healthy/healthy528_.jpg,Cashew healthy,Cashew,train
Cashew red rust/red rust1569_.jpg,Cashew red rust,Cashew,train
Cashew healthy/healthy562_.jpg,Cashew healthy,Cashew,train
Tomato septoria leaf spot/septoria leaf spot2109_-ZxG1bX.jpg,Tomato septoria leaf spot,Tomato,train
Maize grasshoper/grasshoper356_.jpg,Maize grasshoper,Maize,train
Cassava mosaic/mosaic1204_.jpg,Cassava mosaic,Cassava,train
Maize leaf blight/leaf blight287_.jpg,Maize leaf blight,Maize,train
Tomato verticulium wilt/verticulium wilt594_.jpg,Tomato verticulium wilt,Tomato,train
Cassava bacterial blight/bacterial blight1266_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot654_.jpg,Maize leaf spot,Maize,train
Maize leaf blight/leaf blight635_.jpg,Maize leaf blight,Maize,train
Tomato verticulium wilt/verticulium wilt736_.jpg,Tomato verticulium wilt,Tomato,train
Cashew leaf miner/leaf miner254_.jpg,Cashew leaf miner,Cashew,train
Cashew red rust/red rust1020_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose1670_.jpg,Cashew anthracnose,Cashew,train
Cassava mosaic/mosaic129_.jpg,Cassava mosaic,Cassava,train
Tomato healthy/healthy493_.jpg,Tomato healthy,Tomato,train
Maize fall armyworm/fall armyworm147_.jpg,Maize fall armyworm,Maize,train
Tomato septoria leaf spot/septoria leaf spot1239_.jpg,Tomato septoria leaf spot,Tomato,train
Maize streak virus/streak virus20_.jpg,Maize streak virus,Maize,train
Cassava healthy/healthy466_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight821_.jpg,Maize leaf blight,Maize,train
Cashew red rust/red rust1486_.jpg,Cashew red rust,Cashew,train
Maize leaf blight/leaf blight415_.jpg,Maize leaf blight,Maize,train
Cassava bacterial blight/bacterial blight2035_.jpg,Cassava bacterial blight,Cassava,train
Cassava green mite/green mite600_.jpg,Cassava green mite,Cassava,train
Cassava green mite/green mite952_.jpg,Cassava green mite,Cassava,train
Tomato leaf blight/leaf blight25_.jpg,Tomato leaf blight,Tomato,train
Cashew leaf miner/leaf miner784_.jpg,Cashew leaf miner,Cashew,train
Cashew leaf miner/leaf miner604_.jpg,Cashew leaf miner,Cashew,train
Cassava green mite/green mite842_.jpg,Cassava green mite,Cassava,train
Tomato leaf curl/leaf curl271_.jpg,Tomato leaf curl,Tomato,train
Maize streak virus/streak virus296_.jpg,Maize streak virus,Maize,train
Maize leaf spot/leaf spot1227_.jpg,Maize leaf spot,Maize,train
Cashew red rust/red rust1394_.jpg,Cashew red rust,Cashew,train
Tomato leaf blight/leaf blight711_.jpg,Tomato leaf blight,Tomato,train
Tomato leaf blight/leaf blight78_.jpg,Tomato leaf blight,Tomato,train
Cashew anthracnose/anthracnose983_.jpg,Cashew anthracnose,Cashew,train
Cassava bacterial blight/bacterial blight371_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight31_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf blight/leaf blight232_.jpg,Maize leaf blight,Maize,train
Cassava healthy/healthy695_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight409_.jpg,Maize leaf blight,Maize,train
Tomato leaf blight/leaf blight854_.jpg,Tomato leaf blight,Tomato,train
Maize streak virus/streak virus463_.jpg,Maize streak virus,Maize,train
Tomato leaf curl/leaf curl374_.jpg,Tomato leaf curl,Tomato,train
Maize streak virus/streak virus213_.jpg,Maize streak virus,Maize,train
Cashew anthracnose/anthracnose416_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1365_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew anthracnose/anthracnose616_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot952_.jpg,Maize leaf spot,Maize,train
Cashew red rust/red rust303_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight2065_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight1222_.jpg,Tomato leaf blight,Tomato,train
Cassava brown spot/brown spot1454_.jpg,Cassava brown spot,Cassava,train
Cassava brown spot/brown spot946_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1029_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight1274_.jpg,Tomato leaf blight,Tomato,train
Cassava green mite/green mite766_.jpg,Cassava green mite,Cassava,train
Cassava healthy/healthy548_.jpg,Cassava healthy,Cassava,train
Tomato leaf curl/leaf curl37_.jpg,Tomato leaf curl,Tomato,train
Maize leaf blight/leaf blight344_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot2057_-OekEAS.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight1173_.jpg,Tomato leaf blight,Tomato,train
Tomato healthy/healthy231_.jpg,Tomato healthy,Tomato,train
Cashew anthracnose/anthracnose550_.jpg,Cashew anthracnose,Cashew,train
Cashew leaf miner/leaf miner333_.jpg,Cashew leaf miner,Cashew,train
Tomato leaf blight/leaf blight966_.jpg,Tomato leaf blight,Tomato,train
Cashew anthracnose/anthracnose943_.jpg,Cashew anthracnose,Cashew,train
Cassava bacterial blight/bacterial blight346_.jpg,Cassava bacterial blight,Cassava,train
Maize streak virus/streak virus870_.jpg,Maize streak virus,Maize,train
Cashew anthracnose/anthracnose1297_.jpg,Cashew anthracnose,Cashew,train
Maize grasshoper/grasshoper346_.jpg,Maize grasshoper,Maize,train
Tomato leaf blight/leaf blight621_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight904_.jpg,Maize leaf blight,Maize,train
Tomato verticulium wilt/verticulium wilt153_.jpg,Tomato verticulium wilt,Tomato,train
Cashew anthracnose/anthracnose954_.jpg,Cashew anthracnose,Cashew,train
Tomato verticulium wilt/verticulium wilt647_.jpg,Tomato verticulium wilt,Tomato,train
Maize leaf beetle/leaf beetle558_.jpg,Maize leaf beetle,Maize,train
Maize grasshoper/grasshoper97_.jpg,Maize grasshoper,Maize,train
Maize grasshoper/grasshoper178_.jpg,Maize grasshoper,Maize,train
Tomato verticulium wilt/verticulium wilt432_.jpg,Tomato verticulium wilt,Tomato,train
Tomato septoria leaf spot/septoria leaf spot894_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic41_.jpg,Cassava mosaic,Cassava,train
Cashew red rust/red rust381_.jpg,Cashew red rust,Cashew,train
Maize fall armyworm/fall armyworm104_.jpg,Maize fall armyworm,Maize,train
Cashew anthracnose/anthracnose258_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot1202_.jpg,Maize leaf spot,Maize,train
Cashew leaf miner/leaf miner290_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot517_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot1063_.jpg,Cassava brown spot,Cassava,train
Cassava green mite/green mite784_.jpg,Cassava green mite,Cassava,train
Cashew anthracnose/anthracnose984_.jpg,Cashew anthracnose,Cashew,train
Cassava bacterial blight/bacterial blight2208_.jpg,Cassava bacterial blight,Cassava,train
Tomato verticulium wilt/verticulium wilt605_.jpg,Tomato verticulium wilt,Tomato,train
Cassava healthy/healthy180_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot256_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1376_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf beetle/leaf beetle190_.jpg,Maize leaf beetle,Maize,train
Tomato septoria leaf spot/septoria leaf spot2076_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew red rust/red rust297_.jpg,Cashew red rust,Cashew,train
Maize streak virus/streak virus164_.jpg,Maize streak virus,Maize,train
Tomato leaf blight/leaf blight320_.jpg,Tomato leaf blight,Tomato,train
Tomato healthy/healthy346_.jpg,Tomato healthy,Tomato,train
Cassava bacterial blight/bacterial blight1436_.jpg,Cassava bacterial blight,Cassava,train
Cassava mosaic/mosaic1072_.jpg,Cassava mosaic,Cassava,train
Cashew gumosis/gumosis325_.jpg,Cashew gumosis,Cashew,train
Tomato leaf curl/leaf curl123_.jpg,Tomato leaf curl,Tomato,train
Cashew red rust/red rust605_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy701_.jpg,Cassava healthy,Cassava,train
Cashew leaf miner/leaf miner486_.jpg,Cashew leaf miner,Cashew,train
Cashew red rust/red rust1271_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot830_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight945_.jpg,Tomato leaf blight,Tomato,train
Tomato leaf blight/leaf blight876_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust747_.jpg,Cashew red rust,Cashew,train
Maize leaf spot/leaf spot1251_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight1434_.jpg,Cassava bacterial blight,Cassava,train
