fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,wine_type,total_acidity,fixed_to_volatile,so2_ratio,sweetness,alcohol_band,is_high_alcohol,sugar_per_density,chlorides_per_alcohol,quality_label
7.7,0.42,0.38,8.1,0.061,49.0,144.0,0.9966,3.4,0.58,11.0,6,white,8.5,18.333,0.3403,medium,high,0,8.128,0.00555,0
7.4,0.2,0.31,1.6,0.038,34.0,116.0,0.9912,3.25,0.39,12.0,7,white,7.91,37.0,0.2931,off_dry,high,1,1.614,0.00317,1
7.5,0.24,0.62,10.6,0.045,51.0,153.0,0.99779,3.16,0.44,8.8,5,white,8.36,31.25,0.3333,medium,low,0,10.623,0.00511,0
7.5,0.26,0.59,11.8,0.046,58.0,164.0,0.99814,3.17,0.46,8.9,4,white,8.35,28.846,0.3537,medium,low,0,11.822,0.00517,0
6.6,0.4,0.32,1.7,0.035,39.0,84.0,0.99096,3.59,0.48,12.7,7,white,7.32,16.5,0.4643,off_dry,very_high,1,1.716,0.00276,1
8.0,0.2,0.3,8.1,0.037,42.0,130.0,0.99379,3.1,0.67,11.8,6,white,8.5,40.0,0.3231,medium,high,0,8.151,0.00314,0
4.6,0.445,0.0,1.4,0.053,11.0,178.0,0.99426,3.66,0.55,10.2,5,white,5.045,10.337,0.0618,off_dry,medium,0,1.408,0.0052,0
6.1,0.41,0.04,1.3,0.036,23.0,121.0,0.99228,3.24,0.61,9.9,6,white,6.55,14.878,0.1901,off_dry,medium,0,1.31,0.00364,0
7.6,0.2,0.34,1.8,0.041,42.0,148.0,0.99335,3.35,0.66,11.1,6,white,8.14,38.0,0.2838,off_dry,high,0,1.812,0.00369,0
6.9,0.3,0.21,7.2,0.045,54.0,190.0,0.99595,3.22,0.48,9.4,5,white,7.41,23.0,0.2842,medium,medium,0,7.229,0.00479,0
7.0,0.35,0.17,1.1,0.049,7.0,119.0,0.99297,3.13,0.36,9.7,6,white,7.52,20.0,0.0588,off_dry,medium,0,1.108,0.00505,0
6.9,0.35,0.55,11.95,0.038,22.0,111.0,0.99687,3.11,0.29,9.7,5,white,7.8,19.714,0.1982,medium,medium,0,11.988,0.00392,0
7.6,0.3,0.4,2.2,0.054,29.0,175.0,0.99445,3.19,0.53,9.8,5,white,8.3,25.333,0.1657,off_dry,medium,0,2.212,0.00551,0
7.5,0.38,0.29,12.7,0.05,25.0,209.0,0.9986,3.25,0.59,9.3,6,white,8.17,19.737,0.1196,medium,medium,0,12.718,0.00538,0
7.5,0.3,0.32,1.4,0.032,31.0,161.0,0.99154,2.95,0.42,10.5,5,white,8.12,25.0,0.1925,off_dry,medium,0,1.412,0.00305,0
6.3,0.4,0.32,10.6,0.049,38.0,209.0,0.9981,3.47,0.59,9.3,6,white,7.02,15.75,0.1818,medium,medium,0,10.62,0.00527,0
6.8,0.37,0.28,1.9,0.024,64.0,106.0,0.98993,3.45,0.6,12.6,8,white,7.45,18.378,0.6038,off_dry,very_high,1,1.919,0.0019,1
7.5,0.23,0.35,16.05,0.058,78.5,212.0,1.00241,3.44,0.43,8.9,5,white,8.08,32.609,0.3703,medium,low,0,16.011,0.00652,0
8.3,0.27,0.34,10.2,0.048,50.0,118.0,0.99716,3.18,0.51,10.3,5,white,8.91,30.741,0.4237,medium,medium,0,10.229,0.00466,0
6.8,0.26,0.22,4.8,0.041,78.5,198.0,0.99437,3.29,0.67,10.6,5,white,7.28,26.154,0.3965,off_dry,high,0,4.827,0.00387,0
6.5,0.28,0.35,9.8,0.067,61.0,180.0,0.9972,3.15,0.57,9.0,4,white,7.13,23.214,0.3389,medium,low,0,9.828,0.00744,0
7.2,0.34,0.3,8.4,0.051,40.0,167.0,0.99756,3.48,0.62,9.7,5,white,7.84,21.176,0.2395,medium,medium,0,8.421,0.00526,0
7.0,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,3.22,0.55,9.5,6,white,7.49,30.435,0.2333,medium,medium,0,7.236,0.00432,0
7.7,0.29,0.29,4.8,0.06,27.0,156.0,0.99572,3.49,0.59,10.3,6,white,8.28,26.552,0.1731,off_dry,medium,0,4.821,0.00583,0
7.7,0.4,0.27,4.5,0.034,27.0,95.0,0.99175,3.21,0.59,12.3,8,white,8.37,19.25,0.2842,off_dry,very_high,1,4.537,0.00276,1
6.7,0.17,0.27,1.4,0.032,39.0,149.0,0.99254,3.4,0.52,10.5,5,white,7.14,39.412,0.2617,off_dry,medium,0,1.411,0.00305,0
8.1,0.24,0.26,11.0,0.043,41.0,211.0,0.99676,3.11,0.49,10.0,6,white,8.6,33.75,0.1943,medium,medium,0,11.036,0.0043,0
7.7,0.28,0.63,11.1,0.039,58.0,179.0,0.9979,3.08,0.44,8.8,4,white,8.61,27.5,0.324,medium,low,0,11.123,0.00443,0
7.5,0.23,0.29,2.6,0.031,24.0,98.0,0.99194,3.0,0.54,10.9,6,white,8.02,32.609,0.2449,off_dry,high,0,2.621,0.00284,0
8.3,0.26,0.31,2.0,0.029,14.0,141.0,0.99077,2.95,0.77,12.2,6,white,8.87,31.923,0.0993,off_dry,very_high,1,2.019,0.00238,0
7.9,0.46,0.4,10.1,0.10800000000000001,19.0,184.0,0.99782,3.06,0.62,9.5,5,white,8.76,17.174,0.1033,medium,medium,0,10.122,0.01137,0
7.9,0.31,0.22,13.3,0.048,46.0,212.0,0.99942,3.47,0.59,10.0,5,white,8.43,25.484,0.217,medium,medium,0,13.308,0.0048,0
7.9,0.25,0.34,11.4,0.04,53.0,202.0,0.99708,3.11,0.57,9.6,6,white,8.49,31.6,0.2624,medium,medium,0,11.433,0.00417,0
6.1,0.28,0.16,1.3,0.06,36.0,126.0,0.99353,3.13,0.46,8.7,6,white,6.54,21.786,0.2857,off_dry,low,0,1.308,0.0069,0
7.0,0.18,0.26,1.4,0.044,46.0,89.0,0.99256,3.39,0.48,10.7,7,white,7.44,38.889,0.5169,off_dry,high,0,1.41,0.00411,1
6.5,0.21,0.28,1.4,0.046,26.0,66.0,0.99199,3.43,0.48,11.1,6,white,6.99,30.952,0.3939,off_dry,high,0,1.411,0.00414,0
7.6,0.48,0.33,7.0,0.024,14.0,130.0,0.9918,3.25,0.45,12.5,7,white,8.41,15.833,0.1077,medium,very_high,1,7.058,0.00192,1
7.1,0.34,0.32,2.0,0.051,29.0,130.0,0.99354,3.3,0.5,10.4,6,white,7.76,20.882,0.2231,off_dry,medium,0,2.013,0.0049,0
8.9,0.21,0.37,1.2,0.028,20.0,93.0,0.99244,3.2,0.37,11.5,5,white,9.48,42.381,0.2151,off_dry,high,0,1.209,0.00243,0
7.4,0.32,0.27,12.9,0.04,60.0,221.0,0.99831,3.05,0.66,9.4,5,white,7.99,23.125,0.2715,medium,medium,0,12.922,0.00426,0
6.0,0.495,0.27,5.0,0.10800000000000001,17.0,129.0,0.99396,3.03,0.36,9.3,5,white,6.765,12.121,0.1318,off_dry,medium,0,5.03,0.01161,0
8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.99724,3.17,0.49,10.1,6,white,8.69,32.4,0.2479,medium,medium,0,10.128,0.00495,0
8.2,0.25,0.46,3.75,0.05,14.0,102.0,0.99524,3.28,0.58,9.7,5,white,8.91,32.8,0.1373,off_dry,medium,0,3.768,0.00515,0
6.5,0.18,0.29,1.7,0.035,39.0,144.0,0.9927,3.49,0.5,10.5,6,white,6.97,36.111,0.2708,off_dry,medium,0,1.713,0.00333,0
6.7,0.24,0.26,12.6,0.053,44.0,182.0,0.99802,3.42,0.42,9.7,5,white,7.2,27.917,0.2418,medium,medium,0,12.625,0.00546,0
6.6,0.32,0.24,1.3,0.06,42.5,204.0,0.99512,3.59,0.51,9.2,5,white,7.16,20.625,0.2083,off_dry,medium,0,1.306,0.00652,0
7.6,0.32,0.35,1.6,0.092,24.0,138.0,0.99438,3.19,0.44,9.8,5,white,8.27,23.75,0.1739,off_dry,medium,0,1.609,0.00939,0
7.4,0.33,0.44,7.6,0.05,40.0,227.0,0.99679,3.12,0.52,9.0,5,white,8.17,22.424,0.1762,medium,low,0,7.624,0.00556,0
7.2,0.3,0.3,8.1,0.05,40.0,188.0,0.99652,3.15,0.49,9.1,6,white,7.8,24.0,0.2128,medium,medium,0,8.128,0.00549,0
7.4,0.34,0.3,14.9,0.037,70.0,169.0,0.99698,3.25,0.37,10.4,6,white,8.04,21.765,0.4142,medium,medium,0,14.945,0.00356,0
6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.99474,3.66,0.46,10.7,6,white,6.55,38.125,0.2014,medium,high,0,6.032,0.0028,0
6.3,0.1,0.24,6.0,0.039,25.0,107.0,0.99511,3.59,0.49,10.5,7,white,6.64,62.999,0.2336,medium,medium,0,6.029,0.00371,1
6.2,0.45,0.6400000000000001,7.2,0.099,47.0,202.0,0.99582,3.21,0.43,9.2,5,white,7.29,13.778,0.2327,medium,medium,0,7.23,0.01076,0
6.0,0.33,0.18,3.0,0.036,5.0,85.0,0.99125,3.28,0.4,11.5,4,white,6.51,18.182,0.0588,off_dry,high,0,3.026,0.00313,0
7.6,0.48,0.37,1.2,0.034,5.0,57.0,0.99256,3.05,0.54,10.4,3,white,8.45,15.833,0.0877,off_dry,medium,0,1.209,0.00327,0
7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,6,white,7.7,36.0,0.2287,off_dry,high,1,2.018,0.00325,0
7.0,0.32,0.29,4.9,0.036,41.0,150.0,0.99168,3.38,0.43,12.2,6,white,7.61,21.875,0.2733,off_dry,very_high,1,4.941,0.00295,0
7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.99556,3.29,0.46,9.8,6,white,7.51,31.818,0.2667,medium,medium,0,8.94,0.0051,0
9.4,0.23,0.56,16.05,0.063,52.5,272.125,1.00098,3.1,0.51,9.3,5,white,10.19,40.869,0.1929,medium,medium,0,16.034,0.00677,0
6.4,0.27,0.19,2.0,0.084,21.0,191.0,0.99516,3.49,0.63,9.6,4,white,6.86,23.704,0.1099,off_dry,medium,0,2.01,0.00875,0
6.4,0.27,0.19,1.9,0.085,21.0,196.0,0.99516,3.49,0.64,9.5,4,white,6.86,23.704,0.1071,off_dry,medium,0,1.909,0.00895,0
7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,3.5,0.59,10.2,6,white,7.65,30.435,0.2569,medium,medium,0,5.125,0.00412,0
6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,8,white,7.33,46.0,0.1308,off_dry,medium,0,4.429,0.00279,1
6.7,0.26,0.29,5.8,0.025,26.0,74.0,0.9929,3.28,0.53,11.0,6,white,7.25,25.769,0.3514,medium,high,0,5.841,0.00227,0
7.6,0.2,0.6400000000000001,12.9,0.042,56.0,160.0,0.99841,3.05,0.41,8.7,5,white,8.44,38.0,0.35,medium,low,0,12.921,0.00483,0
6.9,0.3,0.29,1.3,0.053,24.0,189.0,0.99362,3.29,0.54,9.9,4,white,7.49,23.0,0.127,off_dry,medium,0,1.308,0.00535,0
6.9,0.3,0.3,1.3,0.053,24.0,186.0,0.99361,3.29,0.54,9.9,4,white,7.5,23.0,0.129,off_dry,medium,0,1.308,0.00535,0
7.6,0.21,0.35,1.2,0.041,7.0,106.0,0.9914,3.06,0.45,11.3,4,white,8.16,36.19,0.066,off_dry,high,0,1.21,0.00363,0
6.8,0.46,0.26,2.7,0.042,28.0,83.0,0.99114,3.38,0.51,12.0,8,white,7.52,14.783,0.3373,off_dry,high,1,2.724,0.0035,1
7.0,0.28,0.26,1.7,0.042,34.0,130.0,0.9925,3.43,0.5,10.7,8,white,7.54,25.0,0.2615,off_dry,high,0,1.713,0.00393,1
6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.99453,3.13,0.7,10.1,6,white,7.03,27.083,0.2051,medium,medium,0,8.245,0.00426,0
6.4,0.17,0.34,1.5,0.091,42.0,135.0,0.9938,3.25,0.49,9.6,7,white,6.91,37.647,0.3111,off_dry,medium,0,1.509,0.00948,1
6.4,0.17,0.34,1.5,0.093,43.0,136.0,0.9938,3.25,0.49,9.6,6,white,6.91,37.647,0.3162,off_dry,medium,0,1.509,0.00969,0
6.3,0.6799999999999999,0.55,12.9,0.056,58.0,252.0,0.99806,3.29,0.49,8.7,5,white,7.53,9.265,0.2302,medium,low,0,12.925,0.00644,0
7.0,0.27,0.29,3.9,0.059,28.0,199.0,0.9961,3.54,0.59,10.3,5,white,7.56,25.926,0.1407,off_dry,medium,0,3.915,0.00573,0
8.4,0.3,0.25,16.05,0.047,25.0,218.0,1.00016,2.98,0.66,9.1,5,white,8.95,28.0,0.1147,medium,medium,0,16.047,0.00516,0
6.5,0.19,0.27,4.9,0.037,13.0,101.0,0.9916,3.17,0.41,11.8,6,white,6.96,34.21,0.1287,off_dry,high,0,4.942,0.00314,0
8.0,0.36,0.39,1.6,0.024,26.0,93.0,0.99116,3.15,0.49,11.9,6,white,8.75,22.222,0.2796,off_dry,high,0,1.614,0.00202,0
6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.99319,3.66,0.57,10.3,6,white,6.5,38.125,0.2208,off_dry,medium,0,1.41,0.00447,0
9.2,0.19,0.42,2.0,0.047,16.0,104.0,0.99517,3.09,0.66,10.0,4,white,9.81,48.421,0.1538,off_dry,medium,0,2.01,0.0047,0
9.2,0.16,0.49,2.0,0.044,18.0,107.0,0.99514,3.1,0.53,10.2,4,white,9.85,57.5,0.1682,off_dry,medium,0,2.01,0.00431,0
8.0,0.26,0.28,8.2,0.038,72.0,202.0,0.99566,3.12,0.56,10.0,6,white,8.54,30.769,0.3564,medium,medium,0,8.236,0.0038,0
8.8,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,2.96,0.855,12.7,6,white,9.49,26.667,0.152,off_dry,very_high,1,2.118,0.00268,0
9.65,0.16,0.46,1.8,0.046,23.0,130.0,0.99587,3.04,0.67,9.6,5,white,10.27,60.312,0.1769,off_dry,medium,0,1.807,0.00479,0
6.6,0.23,0.18,8.5,0.044,59.0,188.0,0.99558,3.16,0.49,9.5,5,white,7.01,28.696,0.3138,medium,medium,0,8.538,0.00463,0
7.9,0.44,0.26,4.45,0.033,23.0,100.0,0.99117,3.17,0.52,12.7,6,white,8.6,17.955,0.23,off_dry,very_high,1,4.49,0.0026,0
7.6,0.31,0.27,5.8,0.036,23.0,109.0,0.99399,3.34,0.54,11.0,6,white,8.18,24.516,0.211,medium,high,0,5.835,0.00327,0
7.5,0.6799999999999999,0.1,13.0,0.044,44.0,214.0,0.99741,3.1,0.5,9.1,5,white,8.28,11.029,0.2056,medium,medium,0,13.034,0.00484,0
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,4,white,7.59,33.809,0.2072,off_dry,medium,0,2.716,0.00333,0
7.0,0.16,0.26,7.3,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6,white,7.42,43.75,0.1364,medium,medium,0,7.328,0.00465,0
8.0,0.27,0.25,16.05,0.045,50.0,208.0,1.00051,3.05,0.5,9.2,6,white,8.52,29.63,0.2404,medium,medium,0,16.042,0.00489,0
6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4,4,white,6.85,16.579,0.2358,medium,medium,0,8.817,0.00851,0
6.2,0.38,0.18,7.4,0.095,28.0,195.0,0.99773,3.53,0.71,9.2,4,white,6.76,16.316,0.1436,medium,medium,0,7.417,0.01033,0
8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10.0,5,white,8.74,34.167,0.217,off_dry,medium,0,2.314,0.005,0
7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6,white,7.42,43.75,0.1364,medium,medium,0,6.876,0.00465,0
7.3,0.6799999999999999,0.09,11.4,0.044,45.0,204.0,0.99713,3.15,0.46,9.0,5,white,8.07,10.735,0.2206,medium,low,0,11.433,0.00489,0
6.3,0.41,0.16,0.9,0.032,25.0,98.0,0.99274,3.16,0.42,9.5,5,white,6.87,15.366,0.2551,dry,medium,0,0.907,0.00337,0
6.1,0.36,0.41,16.05,0.07,67.0,207.0,1.00118,3.39,0.53,9.1,5,white,6.87,16.944,0.3237,medium,medium,0,16.031,0.00769,0
8.1,0.4,0.32,7.9,0.031,23.0,118.0,0.99176,3.05,0.46,13.3,7,white,8.82,20.25,0.1949,medium,very_high,1,7.966,0.00233,1
6.8,0.26,0.43,11.75,0.045,53.0,198.0,0.9969,3.26,0.55,9.5,5,white,7.49,26.154,0.2677,medium,medium,0,11.787,0.00474,0
6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,5,white,6.82,14.091,0.1333,medium,medium,0,7.718,0.01043,0
7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,6,white,7.73,30.0,0.1453,off_dry,medium,0,3.018,0.00356,0
7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,6,white,7.78,33.182,0.186,off_dry,high,0,1.512,0.00357,0
8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8,6,white,8.72,23.823,0.3043,medium,medium,0,7.533,0.00408,0
6.4,0.28,0.17,8.3,0.042,61.0,195.0,0.99577,3.22,0.46,9.4,5,white,6.85,22.857,0.3128,medium,medium,0,8.335,0.00447,0
6.3,0.29,0.14,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,9.0,5,white,6.73,21.724,0.2825,medium,low,0,7.081,0.005,0
6.4,0.27,0.17,8.4,0.044,60.0,198.0,0.99578,3.21,0.47,9.4,5,white,6.84,23.704,0.303,medium,medium,0,8.436,0.00468,0
7.4,0.35,0.2,13.9,0.054,63.0,229.0,0.99888,3.11,0.5,8.9,6,white,7.95,21.143,0.2751,medium,low,0,13.916,0.00607,0
8.3,0.28,0.27,16.05,0.045,48.0,253.0,1.00014,3.02,0.56,9.1,6,white,8.85,29.643,0.1897,medium,medium,0,16.048,0.00495,0
6.4,0.35,0.35,5.6,0.034,9.0,148.0,0.99441,3.17,0.5,9.8,4,white,7.1,18.286,0.0608,medium,medium,0,5.631,0.00347,0
6.9,0.43,0.28,9.4,0.056,29.0,183.0,0.99594,3.17,0.43,9.4,5,white,7.61,16.046,0.1585,medium,medium,0,9.438,0.00596,0
8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.99437,3.13,0.5,10.0,6,white,8.54,30.769,0.2267,off_dry,medium,0,4.827,0.005,0
7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.9979,3.48,0.75,9.9,6,white,7.94,27.037,0.2769,medium,medium,0,9.72,0.00424,0
6.8,0.46,0.26,6.3,0.10800000000000001,49.0,159.0,0.99434,3.14,0.47,10.0,5,white,7.52,14.783,0.3082,medium,medium,0,6.336,0.0108,0
7.2,0.2,0.28,1.6,0.028,13.0,168.0,0.99203,3.17,0.855,11.5,6,white,7.68,36.0,0.0774,off_dry,high,0,1.613,0.00243,0
7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,5,white,8.205,26.667,0.1592,medium,medium,0,14.629,0.00685,0
6.6,0.32,0.33,2.5,0.052,40.0,219.5,0.99316,3.15,0.6,10.0,5,white,7.25,20.625,0.1822,off_dry,medium,0,2.517,0.0052,0
6.6,0.34,0.34,2.6,0.051,40.5,210.0,0.99314,3.15,0.61,10.0,5,white,7.28,19.412,0.1929,off_dry,medium,0,2.618,0.0051,0
6.6,0.32,0.33,2.5,0.052,40.0,210.0,0.99316,3.15,0.6,10.0,5,white,7.25,20.625,0.1905,off_dry,medium,0,2.517,0.0052,0
6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.99612,3.43,0.64,9.8,6,white,7.03,24.074,0.1579,medium,medium,0,8.232,0.00429,0
6.6,0.26,0.27,1.5,0.04,19.0,114.0,0.99295,3.36,0.62,10.5,6,white,7.13,25.385,0.1667,off_dry,medium,0,1.511,0.00381,0
6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.99394,3.45,0.63,10.6,6,white,7.23,24.815,0.337,off_dry,high,0,2.314,0.00406,0
6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,5,white,7.31,11.786,0.242,medium,medium,0,10.036,0.00394,0
7.3,0.19,0.27,1.6,0.027,35.0,136.0,0.99248,3.38,0.54,11.0,7,white,7.76,38.421,0.2574,off_dry,high,0,1.612,0.00245,1
6.3,0.2,0.26,1.6,0.027,36.0,141.0,0.99268,3.53,0.56,10.8,6,white,6.76,31.5,0.2553,off_dry,high,0,1.612,0.0025,0
7.1,0.29,0.3,16.0,0.036,58.0,201.0,0.99954,3.3,0.67,9.0,5,white,7.69,24.483,0.2886,medium,low,0,16.007,0.004,0
7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,6,white,8.45,24.375,0.2423,medium,medium,0,10.432,0.00323,0
8.1,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,6,white,8.79,24.545,0.2308,medium,high,0,7.43,0.00349,0
6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,3.08,0.52,9.2,5,white,7.17,20.0,0.2109,medium,medium,0,16.079,0.00489,0
8.2,0.26,0.33,2.6,0.053,11.0,71.0,0.99402,2.89,0.49,9.5,5,white,8.79,31.538,0.1549,off_dry,medium,0,2.616,0.00558,0
8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.99404,2.89,0.48,9.5,5,white,8.88,33.2,0.1667,off_dry,medium,0,2.515,0.00558,0
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,7,white,7.52,26.923,0.2011,medium,medium,0,10.823,0.00379,1
6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.99347,3.08,0.46,8.8,5,white,6.41,23.077,0.2823,off_dry,low,0,1.208,0.00602,0
7.5,0.28,0.6400000000000001,12.1,0.041,53.0,161.0,0.99838,2.98,0.44,8.7,5,white,8.42,26.786,0.3292,medium,low,0,12.12,0.00471,0
7.5,0.27,0.6400000000000001,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,5,white,8.41,27.778,0.3208,medium,low,0,11.969,0.0046,0
7.0,0.28,0.32,1.7,0.038,27.0,128.0,0.99375,3.2,0.62,10.2,6,white,7.6,25.0,0.2109,off_dry,medium,0,1.711,0.00373,0
5.2,0.16,0.34,0.8,0.029,26.0,77.0,0.99155,3.25,0.51,10.1,6,white,5.7,32.5,0.3377,dry,medium,0,0.807,0.00287,0
6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.9936,3.21,0.41,9.5,5,white,7.24,20.0,0.2458,off_dry,medium,0,1.409,0.00516,0
7.6,0.25,0.34,1.3,0.056,34.0,176.0,0.99434,3.1,0.51,9.5,5,white,8.19,30.4,0.1932,off_dry,medium,0,1.307,0.00589,0
5.6,0.35,0.4,6.3,0.022,23.0,174.0,0.9922,3.54,0.5,11.6,7,white,6.35,16.0,0.1322,medium,high,0,6.35,0.0019,1
8.8,0.24,0.23,10.3,0.032,12.0,97.0,0.99571,3.13,0.4,10.7,6,white,9.27,36.667,0.1237,medium,high,0,10.344,0.00299,0
6.0,0.29,0.21,15.55,0.043,20.0,142.0,0.99658,3.11,0.54,10.1,6,white,6.5,20.69,0.1408,medium,medium,0,15.603,0.00426,0
6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,7,white,6.68,22.593,0.2048,off_dry,high,0,1.514,0.00315,1
7.4,0.56,0.09,1.5,0.071,19.0,117.0,0.99496,3.22,0.53,9.8,5,white,8.05,13.214,0.1624,off_dry,medium,0,1.508,0.00724,0
6.8,0.29,0.49,1.4,0.10800000000000001,52.0,148.0,0.9937,3.08,0.49,9.0,6,white,7.58,23.448,0.3514,off_dry,low,0,1.409,0.012,0
6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.99542,3.19,0.48,9.5,6,white,6.94,23.333,0.2698,medium,medium,0,7.936,0.00495,0
6.6,0.24,0.3,13.0,0.052,18.0,143.0,0.99825,3.37,0.49,9.4,6,white,7.14,27.5,0.1259,medium,medium,0,13.023,0.00553,0
6.8,0.32,0.3,1.0,0.049,22.0,113.0,0.99289,3.24,0.61,10.2,5,white,7.42,21.25,0.1947,dry,medium,0,1.007,0.0048,0
6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6,white,7.14,17.297,0.1824,off_dry,medium,0,4.878,0.00418,0
6.2,0.26,0.37,7.1,0.047,54.0,201.0,0.99523,3.19,0.48,9.5,6,white,6.83,23.846,0.2687,medium,medium,0,7.134,0.00495,0
6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.9959,3.17,0.49,9.0,5,white,6.86,21.333,0.288,medium,low,0,7.531,0.00556,0
8.0,0.28,0.32,7.6,0.045,61.0,204.0,0.99543,3.1,0.55,10.1,6,white,8.6,28.571,0.299,medium,medium,0,7.635,0.00446,0
6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.99662,3.02,0.45,8.8,5,white,7.26,27.917,0.3033,medium,low,0,10.335,0.00898,0
7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.99088,2.97,0.51,11.9,6,white,8.44,29.259,0.2049,off_dry,high,0,1.716,0.00286,0
6.1,0.28,0.24,16.05,0.074,32.0,174.0,0.99922,3.19,0.44,9.3,6,white,6.62,21.786,0.1839,medium,medium,0,16.063,0.00796,0
7.7,0.39,0.49,7.7,0.036,11.0,110.0,0.9966,3.33,0.76,10.0,6,white,8.58,19.744,0.1,medium,medium,0,7.726,0.0036,0
6.0,0.2,0.24,5.3,0.075,49.0,201.0,0.99466,3.21,0.43,9.5,5,white,6.44,30.0,0.2438,medium,medium,0,5.328,0.00789,0
7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,4,white,8.14,24.516,0.1439,medium,medium,0,12.721,0.00557,0
6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.99238,3.19,0.48,10.2,5,white,6.7,35.0,0.2903,off_dry,medium,0,1.512,0.00422,0
8.6,0.23,0.25,11.3,0.031,13.0,96.0,0.99645,3.11,0.4,10.8,5,white,9.08,37.391,0.1354,medium,high,0,11.34,0.00287,0
6.8,0.21,0.36,16.05,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,white,7.37,32.381,0.2406,medium,low,0,16.05,0.00523,0
6.9,0.26,0.31,7.0,0.039,37.0,175.0,0.99376,3.32,0.49,11.4,6,white,7.47,26.538,0.2114,medium,high,0,7.044,0.00342,0
6.4,0.31,0.4,6.4,0.039,39.0,191.0,0.99513,3.14,0.52,9.8,5,white,7.11,20.645,0.2042,medium,medium,0,6.431,0.00398,0
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4,white,9.3,25.294,0.0924,off_dry,medium,0,1.406,0.00479,0
8.5,0.3,0.28,3.1,0.054,54.0,174.0,0.99543,3.21,0.43,9.4,6,white,9.08,28.333,0.3103,off_dry,medium,0,3.114,0.00574,0
7.4,0.4,0.41,14.1,0.053,37.0,194.0,0.99886,3.2,0.63,9.4,6,white,8.21,18.5,0.1907,medium,medium,0,14.116,0.00564,0
6.6,0.32,0.34,7.7,0.044,63.0,212.0,0.99526,3.22,0.48,9.7,6,white,7.26,20.625,0.2972,medium,medium,0,7.737,0.00454,0
7.1,0.34,0.31,5.2,0.032,36.0,140.0,0.99166,3.35,0.47,12.3,7,white,7.75,20.882,0.2571,medium,very_high,1,5.244,0.0026,1
6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.99691,3.33,0.43,9.8,6,white,7.11,25.385,0.2528,medium,medium,0,11.636,0.00459,0
